LotArea,Utilities,Id_ Property,Id
1526,AllPub,490,P00490
2665,AllPub,491,P00491
9490,AllPub,492,P00492
15578,AllPub,493,P00493
7931,AllPub,494,P00494
5784,AllPub,495,P00495
7879,AllPub,496,P00496
12692,AllPub,497,P00497
9120,AllPub,498,P00498
7800,AllPub,499,P00499
7535,AllPub,500,P00500
1890,AllPub,501,P00501
9803,AllPub,502,P00502
9170,AllPub,503,P00503
15602,AllPub,504,P00504
2308,AllPub,505,P00505
7596,AllPub,506,P00506
9554,AllPub,507,P00507
7862,AllPub,508,P00508
9600,AllPub,509,P00509
9600,AllPub,510,P00510
14559,AllPub,511,P00511
6792,AllPub,512,P00512
9100,AllPub,513,P00513
9187,AllPub,514,P00514
10594,AllPub,515,P00515
12220,AllPub,516,P00516
10448,AllPub,517,P00517
10208,AllPub,518,P00518
9531,AllPub,519,P00519
10918,AllPub,520,P00520
10800,AllPub,521,P00521
11988,AllPub,522,P00522
5000,AllPub,523,P00523
40094,AllPub,524,P00524
11787,AllPub,525,P00525
7500,AllPub,526,P00526
13300,AllPub,527,P00527
14948,AllPub,528,P00528
9098,AllPub,529,P00529
32668,AllPub,530,P00530
10200,AllPub,531,P00531
6155,AllPub,532,P00532
7200,AllPub,533,P00533
5000,AllPub,534,P00534
9056,AllPub,535,P00535
7000,AllPub,536,P00536
8924,AllPub,537,P00537
12735,AllPub,538,P00538
11553,AllPub,539,P00539
11423,AllPub,540,P00540
14601,AllPub,541,P00541
11000,AllPub,542,P00542
10140,AllPub,543,P00543
4058,AllPub,544,P00544
17104,AllPub,545,P00545
13837,AllPub,546,P00546
8737,AllPub,547,P00547
7244,AllPub,548,P00548
8235,AllPub,549,P00549
9375,AllPub,550,P00550
4043,AllPub,551,P00551
6000,AllPub,552,P00552
11146,AllPub,553,P00553
8777,AllPub,554,P00554
10625,AllPub,555,P00555
6380,AllPub,556,P00556
14850,AllPub,557,P00557
11040,AllPub,558,P00558
21872,AllPub,559,P00559
3196,AllPub,560,P00560
11341,AllPub,561,P00561
10010,AllPub,562,P00562
13907,AllPub,563,P00563
21780,AllPub,564,P00564
13346,AllPub,565,P00565
6858,AllPub,566,P00566
11198,AllPub,567,P00567
10171,AllPub,568,P00568
12327,AllPub,569,P00569
7032,AllPub,570,P00570
13101,AllPub,571,P00571
7332,AllPub,572,P00572
13159,AllPub,573,P00573
9967,AllPub,574,P00574
10500,AllPub,575,P00575
8480,AllPub,576,P00576
6292,AllPub,577,P00577
11777,AllPub,578,P00578
3604,AllPub,579,P00579
12150,AllPub,580,P00580
14585,AllPub,581,P00581
12704,AllPub,582,P00582
11841,AllPub,583,P00583
13500,AllPub,584,P00584
6120,AllPub,585,P00585
11443,AllPub,586,P00586
10267,AllPub,587,P00587
8740,AllPub,588,P00588
25095,AllPub,589,P00589
9100,AllPub,590,P00590
8320,AllPub,591,P00591
13478,AllPub,592,P00592
6600,AllPub,593,P00593
4435,AllPub,594,P00594
7990,AllPub,595,P00595
11302,AllPub,596,P00596
3600,AllPub,597,P00597
3922,AllPub,598,P00598
12984,AllPub,599,P00599
1950,AllPub,600,P00600
10927,AllPub,601,P00601
9000,AllPub,602,P00602
10041,AllPub,603,P00603
3182,AllPub,604,P00604
12803,AllPub,605,P00605
13600,AllPub,606,P00606
12464,AllPub,607,P00607
7800,AllPub,608,P00608
12168,AllPub,609,P00609
7943,AllPub,610,P00610
11050,AllPub,611,P00611
10395,AllPub,612,P00612
11885,AllPub,613,P00613
8402,AllPub,614,P00614
1491,AllPub,615,P00615
8800,AllPub,616,P00616
7861,AllPub,617,P00617
7227,AllPub,618,P00618
11694,AllPub,619,P00619
12244,AllPub,620,P00620
8248,AllPub,621,P00621
10800,AllPub,622,P00622
7064,AllPub,623,P00623
2117,AllPub,624,P00624
10400,AllPub,625,P00625
10000,AllPub,626,P00626
12342,AllPub,627,P00627
9600,AllPub,628,P00628
11606,AllPub,629,P00629
9020,AllPub,630,P00630
9000,AllPub,631,P00631
4590,AllPub,632,P00632
11900,AllPub,633,P00633
9250,AllPub,634,P00634
6979,AllPub,635,P00635
10896,AllPub,636,P00636
6120,AllPub,637,P00637
6000,AllPub,638,P00638
8777,AllPub,639,P00639
3982,AllPub,640,P00640
12677,AllPub,641,P00641
7050,AllPub,642,P00642
13860,AllPub,643,P00643
10793,AllPub,644,P00644
9187,AllPub,645,P00645
10530,AllPub,646,P00646
7200,AllPub,647,P00647
10452,AllPub,648,P00648
7700,AllPub,649,P00649
1936,AllPub,650,P00650
8125,AllPub,651,P00651
9084,AllPub,652,P00652
8750,AllPub,653,P00653
10320,AllPub,654,P00654
10437,AllPub,655,P00655
1680,AllPub,656,P00656
10007,AllPub,657,P00657
7200,AllPub,658,P00658
17503,AllPub,659,P00659
9937,AllPub,660,P00660
12384,AllPub,661,P00661
46589,AllPub,662,P00662
13560,AllPub,663,P00663
10012,AllPub,664,P00664
20896,AllPub,665,P00665
11194,AllPub,666,P00666
18450,AllPub,667,P00667
8125,AllPub,668,P00668
14175,AllPub,669,P00669
11600,AllPub,670,P00670
8633,AllPub,671,P00671
6629,AllPub,672,P00672
11250,AllPub,673,P00673
14442,AllPub,674,P00674
9200,AllPub,675,P00675
2289,AllPub,676,P00676
9600,AllPub,677,P00677
9022,AllPub,678,P00678
11844,AllPub,679,P00679
9945,AllPub,680,P00680
8012,AllPub,681,P00681
4500,AllPub,682,P00682
2887,AllPub,683,P00683
11248,AllPub,684,P00684
16770,AllPub,685,P00685
5062,AllPub,686,P00686
10207,AllPub,687,P00687
5105,AllPub,688,P00688
8089,AllPub,689,P00689
7577,AllPub,690,P00690
4426,AllPub,691,P00691
21535,AllPub,692,P00692
26178,AllPub,693,P00693
5400,AllPub,694,P00694
6120,AllPub,695,P00695
13811,AllPub,696,P00696
6000,AllPub,697,P00697
6420,AllPub,698,P00698
8450,AllPub,699,P00699
4282,AllPub,700,P00700
14331,AllPub,701,P00701
9600,AllPub,702,P00702
12438,AllPub,703,P00703
7630,AllPub,704,P00704
8400,AllPub,705,P00705
5600,AllPub,706,P00706
115149,AllPub,707,P00707
6240,AllPub,708,P00708
9018,AllPub,709,P00709
7162,AllPub,710,P00710
4130,AllPub,711,P00711
8712,AllPub,712,P00712
4671,AllPub,713,P00713
9873,AllPub,714,P00714
13517,AllPub,715,P00715
10140,AllPub,716,P00716
10800,AllPub,717,P00717
10000,AllPub,718,P00718
10542,AllPub,719,P00719
9920,AllPub,720,P00720
6563,AllPub,721,P00721
4426,AllPub,722,P00722
8120,AllPub,723,P00723
8172,AllPub,724,P00724
13286,AllPub,725,P00725
6960,AllPub,726,P00726
21695,AllPub,727,P00727
7314,AllPub,728,P00728
11475,AllPub,729,P00729
6240,AllPub,730,P00730
5389,AllPub,731,P00731
9590,AllPub,732,P00732
11404,AllPub,733,P00733
10000,AllPub,734,P00734
8978,AllPub,735,P00735
10800,AllPub,736,P00736
8544,AllPub,737,P00737
10463,AllPub,738,P00738
10800,AllPub,739,P00739
9313,AllPub,740,P00740
9600,AllPub,741,P00741
6768,AllPub,742,P00742
8450,AllPub,743,P00743
12886,AllPub,744,P00744
5395,AllPub,745,P00745
8963,AllPub,746,P00746
8795,AllPub,747,P00747
11700,AllPub,748,P00748
10593,AllPub,749,P00749
8405,AllPub,750,P00750
8800,AllPub,751,P00751
7750,AllPub,752,P00752
9236,AllPub,753,P00753
10240,AllPub,754,P00754
7930,AllPub,755,P00755
3230,AllPub,756,P00756
10769,AllPub,757,P00757
11616,AllPub,758,P00758
2280,AllPub,759,P00759
12257,AllPub,760,P00760
9100,AllPub,761,P00761
6911,AllPub,762,P00762
8640,AllPub,763,P00763
9430,AllPub,764,P00764
9549,AllPub,765,P00765
14587,AllPub,766,P00766
10421,AllPub,767,P00767
12508,AllPub,768,P00768
9100,AllPub,769,P00769
53504,AllPub,770,P00770
7252,AllPub,771,P00771
8877,AllPub,772,P00772
7819,AllPub,773,P00773
10150,AllPub,774,P00774
14226,AllPub,775,P00775
4500,AllPub,776,P00776
11210,AllPub,777,P00777
13350,AllPub,778,P00778
8400,AllPub,779,P00779
10530,AllPub,780,P00780
7875,AllPub,781,P00781
7153,AllPub,782,P00782
16285,AllPub,783,P00783
9101,AllPub,784,P00784
6300,AllPub,785,P00785
9790,AllPub,786,P00786
10800,AllPub,787,P00787
10142,AllPub,788,P00788
6000,AllPub,789,P00789
12205,AllPub,790,P00790
3182,AllPub,791,P00791
11333,AllPub,792,P00792
9920,AllPub,793,P00793
9158,AllPub,794,P00794
10832,AllPub,795,P00795
8400,AllPub,796,P00796
8197,AllPub,797,P00797
7677,AllPub,798,P00798
13518,AllPub,799,P00799
7200,AllPub,800,P00800
12798,AllPub,801,P00801
4800,AllPub,802,P00802
8199,AllPub,803,P00803
13891,AllPub,804,P00804
9000,AllPub,805,P00805
12274,AllPub,806,P00806
9750,AllPub,807,P00807
21384,AllPub,808,P00808
13400,AllPub,809,P00809
8100,AllPub,810,P00810
10140,AllPub,811,P00811
4438,AllPub,812,P00812
8712,AllPub,813,P00813
9750,AllPub,814,P00814
8248,AllPub,815,P00815
12137,AllPub,816,P00816
11425,AllPub,817,P00817
13265,AllPub,818,P00818
8816,AllPub,819,P00819
6371,AllPub,820,P00820
7226,AllPub,821,P00821
6000,AllPub,822,P00822
12394,AllPub,823,P00823
9900,AllPub,824,P00824
11216,AllPub,825,P00825
14803,AllPub,826,P00826
6130,AllPub,827,P00827
8529,AllPub,828,P00828
28698,AllPub,829,P00829
2544,AllPub,830,P00830
11900,AllPub,831,P00831
3180,AllPub,832,P00832
9548,AllPub,833,P00833
10004,AllPub,834,P00834
7875,AllPub,835,P00835
9600,AllPub,836,P00836
8100,AllPub,837,P00837
1680,AllPub,838,P00838
9525,AllPub,839,P00839
11767,AllPub,840,P00840
12155,AllPub,841,P00841
10440,AllPub,842,P00842
9020,AllPub,843,P00843
8000,AllPub,844,P00844
12665,AllPub,845,P00845
16647,AllPub,846,P00846
9317,AllPub,847,P00847
15523,AllPub,848,P00848
45600,AllPub,849,P00849
9600,AllPub,850,P00850
4435,AllPub,851,P00851
3196,AllPub,852,P00852
7128,AllPub,853,P00853
12095,AllPub,854,P00854
17920,AllPub,855,P00855
6897,AllPub,856,P00856
10970,AllPub,857,P00857
8125,AllPub,858,P00858
10400,AllPub,859,P00859
11029,AllPub,860,P00860
7642,AllPub,861,P00861
11625,AllPub,862,P00862
9672,AllPub,863,P00863
7931,AllPub,864,P00864
8640,AllPub,865,P00865
8750,AllPub,866,P00866
10656,AllPub,867,P00867
6970,AllPub,868,P00868
14762,AllPub,869,P00869
9938,AllPub,870,P00870
6600,AllPub,871,P00871
8750,AllPub,872,P00872
8892,AllPub,873,P00873
12144,AllPub,874,P00874
5720,AllPub,875,P00875
9000,AllPub,876,P00876
25286,AllPub,877,P00877
8834,AllPub,878,P00878
11782,AllPub,879,P00879
7000,AllPub,880,P00880
7024,AllPub,881,P00881
13758,AllPub,882,P00882
9636,AllPub,883,P00883
6204,AllPub,884,P00884
7150,AllPub,885,P00885
5119,AllPub,886,P00886
8393,AllPub,887,P00887
16466,AllPub,888,P00888
15865,AllPub,889,P00889
12160,AllPub,890,P00890
8064,AllPub,891,P00891
11184,AllPub,892,P00892
8414,AllPub,893,P00893
13284,AllPub,894,P00894
7018,AllPub,895,P00895
7056,AllPub,896,P00896
8765,AllPub,897,P00897
7018,AllPub,898,P00898
12919,AllPub,899,P00899
6993,AllPub,900,P00900
7340,AllPub,901,P00901
8712,AllPub,902,P00902
7875,AllPub,903,P00903
14859,AllPub,904,P00904
6173,AllPub,905,P00905
9920,AllPub,906,P00906
13501,AllPub,907,P00907
11500,AllPub,908,P00908
8885,AllPub,909,P00909
12589,AllPub,910,P00910
11600,AllPub,911,P00911
9286,AllPub,912,P00912
6120,AllPub,913,P00913
6270,AllPub,914,P00914
3000,AllPub,915,P00915
2001,AllPub,916,P00916
9000,AllPub,917,P00917
17140,AllPub,918,P00918
13125,AllPub,919,P00919
11029,AllPub,920,P00920
8462,AllPub,921,P00921
8777,AllPub,922,P00922
10237,AllPub,923,P00923
8012,AllPub,924,P00924
10240,AllPub,925,P00925
15611,AllPub,926,P00926
11999,AllPub,927,P00927
9900,AllPub,928,P00928
11838,AllPub,929,P00929
13006,AllPub,930,P00930
8925,AllPub,931,P00931
9100,AllPub,932,P00932
11670,AllPub,933,P00933
8487,AllPub,934,P00934
27650,AllPub,935,P00935
5825,AllPub,936,P00936
10083,AllPub,937,P00937
9675,AllPub,938,P00938
8760,AllPub,939,P00939
24090,AllPub,940,P00940
12640,AllPub,941,P00941
8755,AllPub,942,P00942
7711,AllPub,943,P00943
25000,AllPub,944,P00944
14375,NoSeWa,945,P00945
8820,AllPub,946,P00946
8163,AllPub,947,P00947
14536,AllPub,948,P00948
14006,AllPub,949,P00949
9360,AllPub,950,P00950
7200,AllPub,951,P00951
7800,AllPub,952,P00952
7200,AllPub,953,P00953
11075,AllPub,954,P00954
9400,AllPub,955,P00955
7136,AllPub,956,P00956
1300,AllPub,957,P00957
7420,AllPub,958,P00958
8450,AllPub,959,P00959
2572,AllPub,960,P00960
7207,AllPub,961,P00961
12227,AllPub,962,P00962
2308,AllPub,963,P00963
11923,AllPub,964,P00964
11316,AllPub,965,P00965
10237,AllPub,966,P00966
9600,AllPub,967,P00967
7390,AllPub,968,P00968
5925,AllPub,969,P00969
10382,AllPub,970,P00970
10800,AllPub,971,P00971
2268,AllPub,972,P00972
7892,AllPub,973,P00973
11639,AllPub,974,P00974
11414,AllPub,975,P00975
2651,AllPub,976,P00976
5900,AllPub,977,P00977
4274,AllPub,978,P00978
9450,AllPub,979,P00979
8816,AllPub,980,P00980
12122,AllPub,981,P00981
12203,AllPub,982,P00982
3182,AllPub,983,P00983
11250,AllPub,984,P00984
10125,AllPub,985,P00985
10880,AllPub,986,P00986
5310,AllPub,987,P00987
10159,AllPub,988,P00988
12046,AllPub,989,P00989
8125,AllPub,990,P00990
9452,AllPub,991,P00991
17671,AllPub,992,P00992
9760,AllPub,993,P00993
8846,AllPub,994,P00994
12456,AllPub,995,P00995
4712,AllPub,996,P00996
10659,AllPub,997,P00997
